hostname=node2, be=0, 64-bit, os=Linux, arch=aarch64, fio=fio-3.12, flags=1
<node2> rbd: (g=0): rw=randrw, bs=(R) 8192B-8192B, (W) 8192B-8192B, (T) 8192B-8192B, ioengine=rbd, iodepth=64
<node2> Starting 1 process
Jobs: 1 (f=1)
Jobs: 1 (f=1)
Jobs: 1 (f=1): [m(1)][76.7%][r=5576k,w=2624k][r=697,w=328 IOPS][eta 02m:20s]
Jobs: 1 (f=1): [m(1)][76.9%][r=6840k,w=3000k][r=855,w=375 IOPS][eta 02m:19s]
Jobs: 1 (f=1): [m(1)][77.0%][r=6872k,w=3168k][r=859,w=396 IOPS][eta 02m:18s]
Jobs: 1 (f=1): [m(1)][77.2%][r=6264k,w=2672k][r=783,w=334 IOPS][eta 02m:17s]
Jobs: 1 (f=1): [m(1)][77.4%][r=5696k,w=2704k][r=712,w=338 IOPS][eta 02m:16s]
Jobs: 1 (f=1): [m(1)][77.5%][r=7000k,w=2784k][r=875,w=348 IOPS][eta 02m:15s]
Jobs: 1 (f=1): [m(1)][77.7%][r=7352k,w=3336k][r=919,w=417 IOPS][eta 02m:14s]
Jobs: 1 (f=1): [m(1)][77.9%][r=7088k,w=3128k][r=886,w=391 IOPS][eta 02m:13s]
Jobs: 1 (f=1): [m(1)][78.2%][r=6592k,w=2536k][r=824,w=317 IOPS][eta 02m:11s]
Jobs: 1 (f=1): [m(1)][78.3%][r=8240k,w=3128k][r=1030,w=391 IOPS][eta 02m:10s]
Jobs: 1 (f=1): [m(1)][78.5%][r=7280k,w=3184k][r=910,w=398 IOPS][eta 02m:09s] 
Jobs: 1 (f=1): [m(1)][78.7%][r=7272k,w=3264k][r=909,w=408 IOPS][eta 02m:08s]
Jobs: 1 (f=1): [m(1)][78.8%][r=6944k,w=3016k][r=868,w=377 IOPS][eta 02m:07s]
Jobs: 1 (f=1): [m(1)][79.0%][r=6680k,w=2696k][r=835,w=337 IOPS][eta 02m:06s]
Jobs: 1 (f=1): [m(1)][79.2%][r=7440k,w=3432k][r=930,w=429 IOPS][eta 02m:05s]
Jobs: 1 (f=1): [m(1)][79.3%][r=7120k,w=2960k][r=890,w=370 IOPS][eta 02m:04s]
Jobs: 1 (f=1): [m(1)][79.5%][r=8432k,w=3304k][r=1054,w=413 IOPS][eta 02m:03s]
Jobs: 1 (f=1): [m(1)][79.7%][r=5784k,w=2648k][r=723,w=331 IOPS][eta 02m:02s] 
Jobs: 1 (f=1): [m(1)][79.8%][r=8120k,w=3384k][r=1015,w=423 IOPS][eta 02m:01s]
Jobs: 1 (f=1): [m(1)][80.0%][r=7552k,w=3360k][r=944,w=420 IOPS][eta 02m:00s] 
Jobs: 1 (f=1): [m(1)][80.2%][r=7672k,w=2992k][r=959,w=374 IOPS][eta 01m:59s]
Jobs: 1 (f=1): [m(1)][80.3%][r=7128k,w=3144k][r=891,w=393 IOPS][eta 01m:58s]
Jobs: 1 (f=1): [m(1)][80.5%][r=7336k,w=3064k][r=917,w=383 IOPS][eta 01m:57s]
Jobs: 1 (f=1): [m(1)][80.7%][r=7488k,w=3248k][r=936,w=406 IOPS][eta 01m:56s]
Jobs: 1 (f=1): [m(1)][80.8%][r=6832k,w=2872k][r=854,w=359 IOPS][eta 01m:55s]
Jobs: 1 (f=1): [m(1)][81.0%][r=7264k,w=2888k][r=908,w=361 IOPS][eta 01m:54s]
Jobs: 1 (f=1): [m(1)][81.2%][r=6840k,w=3080k][r=855,w=385 IOPS][eta 01m:53s]
Jobs: 1 (f=1): [m(1)][81.3%][r=7768k,w=3112k][r=971,w=389 IOPS][eta 01m:52s]
Jobs: 1 (f=1): [m(1)][81.5%][r=7696k,w=3120k][r=962,w=390 IOPS][eta 01m:51s]
Jobs: 1 (f=1): [m(1)][81.7%][r=7760k,w=3176k][r=970,w=397 IOPS][eta 01m:50s]
Jobs: 1 (f=1): [m(1)][81.8%][r=7888k,w=3048k][r=986,w=381 IOPS][eta 01m:49s]
Jobs: 1 (f=1): [m(1)][82.0%][r=7520k,w=3312k][r=940,w=414 IOPS][eta 01m:48s]
Jobs: 1 (f=1): [m(1)][82.2%][r=6792k,w=2920k][r=849,w=365 IOPS][eta 01m:47s]
Jobs: 1 (f=1): [m(1)][82.3%][r=8008k,w=3392k][r=1001,w=424 IOPS][eta 01m:46s]
Jobs: 1 (f=1): [m(1)][82.5%][r=6544k,w=3184k][r=818,w=398 IOPS][eta 01m:45s] 
Jobs: 1 (f=1): [m(1)][82.7%][r=6344k,w=2896k][r=793,w=362 IOPS][eta 01m:44s]
Jobs: 1 (f=1): [m(1)][82.8%][r=7520k,w=3208k][r=940,w=401 IOPS][eta 01m:43s]
Jobs: 1 (f=1): [m(1)][83.0%][r=7480k,w=3032k][r=935,w=379 IOPS][eta 01m:42s]
Jobs: 1 (f=1): [m(1)][83.2%][r=6184k,w=2888k][r=773,w=361 IOPS][eta 01m:41s]
Jobs: 1 (f=1): [m(1)][83.3%][r=8024k,w=3392k][r=1003,w=424 IOPS][eta 01m:40s]
Jobs: 1 (f=1): [m(1)][83.5%][r=7080k,w=3064k][r=885,w=383 IOPS][eta 01m:39s] 
Jobs: 1 (f=1): [m(1)][83.7%][r=7144k,w=3248k][r=893,w=406 IOPS][eta 01m:38s]
Jobs: 1 (f=1): [m(1)][83.8%][r=6416k,w=2768k][r=802,w=346 IOPS][eta 01m:37s]
Jobs: 1 (f=1): [m(1)][84.0%][r=8104k,w=3304k][r=1013,w=413 IOPS][eta 01m:36s]
Jobs: 1 (f=1): [m(1)][84.2%][r=7648k,w=3292k][r=956,w=411 IOPS][eta 01m:35s] 
Jobs: 1 (f=1): [m(1)][84.3%][r=6264k,w=2656k][r=783,w=332 IOPS][eta 01m:34s]
Jobs: 1 (f=1): [m(1)][84.5%][r=8512k,w=2888k][r=1064,w=361 IOPS][eta 01m:33s]
Jobs: 1 (f=1): [m(1)][84.7%][r=7536k,w=3048k][r=942,w=381 IOPS][eta 01m:32s] 
Jobs: 1 (f=1): [m(1)][84.8%][r=7168k,w=3144k][r=896,w=393 IOPS][eta 01m:31s]
Jobs: 1 (f=1): [m(1)][85.0%][r=7456k,w=3048k][r=932,w=381 IOPS][eta 01m:30s]
Jobs: 1 (f=1): [m(1)][85.2%][r=6800k,w=3232k][r=850,w=404 IOPS][eta 01m:29s]
Jobs: 1 (f=1): [m(1)][85.3%][r=6568k,w=2920k][r=821,w=365 IOPS][eta 01m:28s]
Jobs: 1 (f=1): [m(1)][85.5%][r=6776k,w=2728k][r=847,w=341 IOPS][eta 01m:27s]
Jobs: 1 (f=1): [m(1)][85.7%][r=6912k,w=3008k][r=864,w=376 IOPS][eta 01m:26s]
Jobs: 1 (f=1): [m(1)][85.8%][r=6768k,w=3056k][r=846,w=382 IOPS][eta 01m:25s]
Jobs: 1 (f=1): [m(1)][86.0%][r=7488k,w=2952k][r=936,w=369 IOPS][eta 01m:24s]
Jobs: 1 (f=1): [m(1)][86.2%][r=7768k,w=3344k][r=971,w=418 IOPS][eta 01m:23s]
Jobs: 1 (f=1): [m(1)][86.3%][r=7552k,w=2976k][r=944,w=372 IOPS][eta 01m:22s]
Jobs: 1 (f=1): [m(1)][86.5%][r=7536k,w=3168k][r=942,w=396 IOPS][eta 01m:21s]
Jobs: 1 (f=1): [m(1)][86.7%][r=7480k,w=3648k][r=935,w=456 IOPS][eta 01m:20s]
Jobs: 1 (f=1): [m(1)][86.8%][r=6880k,w=2712k][r=860,w=339 IOPS][eta 01m:19s]
Jobs: 1 (f=1): [m(1)][87.0%][r=6912k,w=3080k][r=864,w=385 IOPS][eta 01m:18s]
Jobs: 1 (f=1): [m(1)][87.2%][r=6832k,w=3240k][r=854,w=405 IOPS][eta 01m:17s]
Jobs: 1 (f=1): [m(1)][87.3%][r=7032k,w=2840k][r=879,w=355 IOPS][eta 01m:16s]
Jobs: 1 (f=1): [m(1)][87.5%][r=7496k,w=3328k][r=937,w=416 IOPS][eta 01m:15s]
Jobs: 1 (f=1): [m(1)][87.7%][r=6712k,w=3120k][r=839,w=390 IOPS][eta 01m:14s]
Jobs: 1 (f=1): [m(1)][87.8%][r=7424k,w=2752k][r=928,w=344 IOPS][eta 01m:13s]
Jobs: 1 (f=1): [m(1)][88.0%][r=6232k,w=2856k][r=779,w=357 IOPS][eta 01m:12s]
Jobs: 1 (f=1): [m(1)][88.2%][r=7760k,w=3360k][r=970,w=420 IOPS][eta 01m:11s]
Jobs: 1 (f=1): [m(1)][88.3%][r=7536k,w=3008k][r=942,w=376 IOPS][eta 01m:10s]
Jobs: 1 (f=1): [m(1)][88.5%][r=7200k,w=3232k][r=900,w=404 IOPS][eta 01m:09s]
Jobs: 1 (f=1): [m(1)][88.7%][r=7216k,w=3208k][r=902,w=401 IOPS][eta 01m:08s]
Jobs: 1 (f=1): [m(1)][88.8%][r=6680k,w=2856k][r=835,w=357 IOPS][eta 01m:07s]
Jobs: 1 (f=1): [m(1)][89.0%][r=7328k,w=3128k][r=916,w=391 IOPS][eta 01m:06s]
Jobs: 1 (f=1): [m(1)][89.2%][r=7184k,w=3072k][r=898,w=384 IOPS][eta 01m:05s]
Jobs: 1 (f=1): [m(1)][89.3%][r=7472k,w=3224k][r=934,w=403 IOPS][eta 01m:04s]
Jobs: 1 (f=1): [m(1)][89.5%][r=7016k,w=2896k][r=877,w=362 IOPS][eta 01m:03s]
Jobs: 1 (f=1): [m(1)][89.7%][r=7896k,w=3480k][r=987,w=435 IOPS][eta 01m:02s]
Jobs: 1 (f=1): [m(1)][89.8%][r=7976k,w=3216k][r=997,w=402 IOPS][eta 01m:01s]
Jobs: 1 (f=1): [m(1)][90.0%][r=6624k,w=2680k][r=828,w=335 IOPS][eta 01m:00s]
Jobs: 1 (f=1): [m(1)][90.2%][r=7072k,w=3080k][r=884,w=385 IOPS][eta 00m:59s]
Jobs: 1 (f=1): [m(1)][90.3%][r=7048k,w=3080k][r=881,w=385 IOPS][eta 00m:58s]
Jobs: 1 (f=1): [m(1)][90.5%][r=7440k,w=3040k][r=930,w=380 IOPS][eta 00m:57s]
Jobs: 1 (f=1): [m(1)][90.7%][r=7440k,w=3128k][r=930,w=391 IOPS][eta 00m:56s]
Jobs: 1 (f=1): [m(1)][90.8%][r=6536k,w=2760k][r=817,w=345 IOPS][eta 00m:55s]
Jobs: 1 (f=1): [m(1)][91.0%][r=8072k,w=3552k][r=1009,w=444 IOPS][eta 00m:54s]
Jobs: 1 (f=1): [m(1)][91.2%][r=6688k,w=2776k][r=836,w=347 IOPS][eta 00m:53s] 
Jobs: 1 (f=1): [m(1)][91.3%][r=7328k,w=2912k][r=916,w=364 IOPS][eta 00m:52s]
Jobs: 1 (f=1): [m(1)][91.5%][r=6856k,w=2928k][r=857,w=366 IOPS][eta 00m:51s]
Jobs: 1 (f=1): [m(1)][91.7%][r=7008k,w=3144k][r=876,w=393 IOPS][eta 00m:50s]
Jobs: 1 (f=1): [m(1)][91.8%][r=7024k,w=3144k][r=878,w=393 IOPS][eta 00m:49s]
Jobs: 1 (f=1): [m(1)][92.0%][r=7368k,w=3176k][r=921,w=397 IOPS][eta 00m:48s]
Jobs: 1 (f=1): [m(1)][92.2%][r=6896k,w=3104k][r=862,w=388 IOPS][eta 00m:47s]
Jobs: 1 (f=1): [m(1)][92.3%][r=7208k,w=3184k][r=901,w=398 IOPS][eta 00m:46s]
Jobs: 1 (f=1): [m(1)][92.5%][r=6792k,w=3184k][r=849,w=398 IOPS][eta 00m:45s]
Jobs: 1 (f=1): [m(1)][92.7%][r=6216k,w=2624k][r=777,w=328 IOPS][eta 00m:44s]
Jobs: 1 (f=1): [m(1)][92.8%][r=7200k,w=3408k][r=900,w=426 IOPS][eta 00m:43s]
Jobs: 1 (f=1): [m(1)][93.0%][r=7528k,w=2856k][r=941,w=357 IOPS][eta 00m:42s]
Jobs: 1 (f=1): [m(1)][93.2%][r=8000k,w=3048k][r=1000,w=381 IOPS][eta 00m:41s]
Jobs: 1 (f=1): [m(1)][93.3%][r=7520k,w=3216k][r=940,w=402 IOPS][eta 00m:40s] 
Jobs: 1 (f=1): [m(1)][93.5%][r=6696k,w=2944k][r=837,w=368 IOPS][eta 00m:39s]
Jobs: 1 (f=1): [m(1)][93.7%][r=5936k,w=2968k][r=742,w=371 IOPS][eta 00m:38s]
Jobs: 1 (f=1): [m(1)][93.8%][r=7000k,w=3240k][r=875,w=405 IOPS][eta 00m:37s]
Jobs: 1 (f=1): [m(1)][94.0%][r=7944k,w=3592k][r=993,w=449 IOPS][eta 00m:36s]
Jobs: 1 (f=1): [m(1)][94.2%][r=6328k,w=2752k][r=791,w=344 IOPS][eta 00m:35s]
Jobs: 1 (f=1): [m(1)][94.3%][r=6792k,w=3088k][r=849,w=386 IOPS][eta 00m:34s]
Jobs: 1 (f=1): [m(1)][94.5%][r=6952k,w=3192k][r=869,w=399 IOPS][eta 00m:33s]
Jobs: 1 (f=1): [m(1)][94.7%][r=8096k,w=3064k][r=1012,w=383 IOPS][eta 00m:32s]
Jobs: 1 (f=1): [m(1)][94.8%][r=7064k,w=3248k][r=883,w=406 IOPS][eta 00m:31s] 
Jobs: 1 (f=1): [m(1)][95.0%][r=6016k,w=2808k][r=752,w=351 IOPS][eta 00m:30s]
Jobs: 1 (f=1): [m(1)][95.2%][r=6656k,w=2992k][r=832,w=374 IOPS][eta 00m:29s]
Jobs: 1 (f=1): [m(1)][95.3%][r=5152k,w=2224k][r=644,w=278 IOPS][eta 00m:28s]
Jobs: 1 (f=1): [m(1)][95.5%][r=7368k,w=3272k][r=921,w=409 IOPS][eta 00m:27s]
Jobs: 1 (f=1): [m(1)][95.7%][r=6016k,w=2400k][r=752,w=300 IOPS][eta 00m:26s]
Jobs: 1 (f=1): [m(1)][95.8%][r=7928k,w=2928k][r=991,w=366 IOPS][eta 00m:25s]
Jobs: 1 (f=1): [m(1)][96.0%][r=6264k,w=2648k][r=783,w=331 IOPS][eta 00m:24s]
Jobs: 1 (f=1): [m(1)][96.2%][r=6520k,w=2912k][r=815,w=364 IOPS][eta 00m:23s]
Jobs: 1 (f=1): [m(1)][96.3%][r=6784k,w=2944k][r=848,w=368 IOPS][eta 00m:22s]
Jobs: 1 (f=1): [m(1)][96.5%][r=6352k,w=2640k][r=794,w=330 IOPS][eta 00m:21s]
Jobs: 1 (f=1): [m(1)][96.7%][r=6312k,w=2896k][r=789,w=362 IOPS][eta 00m:20s]
Jobs: 1 (f=1): [m(1)][96.8%][r=5840k,w=2328k][r=730,w=291 IOPS][eta 00m:19s]
Jobs: 1 (f=1): [m(1)][97.0%][r=6728k,w=2880k][r=841,w=360 IOPS][eta 00m:18s]
Jobs: 1 (f=1): [m(1)][97.2%][r=6384k,w=2744k][r=798,w=343 IOPS][eta 00m:17s]
Jobs: 1 (f=1): [m(1)][97.3%][r=6304k,w=2736k][r=788,w=342 IOPS][eta 00m:16s]
Jobs: 1 (f=1): [m(1)][97.5%][r=6584k,w=2896k][r=823,w=362 IOPS][eta 00m:15s]
Jobs: 1 (f=1): [m(1)][97.7%][r=6816k,w=2872k][r=852,w=359 IOPS][eta 00m:14s]
Jobs: 1 (f=1): [m(1)][97.8%][r=6896k,w=2880k][r=862,w=360 IOPS][eta 00m:13s]
Jobs: 1 (f=1): [m(1)][98.0%][r=8312k,w=3576k][r=1039,w=447 IOPS][eta 00m:12s]
Jobs: 1 (f=1): [m(1)][98.2%][r=6240k,w=2808k][r=780,w=351 IOPS][eta 00m:11s] 
Jobs: 1 (f=1): [m(1)][98.3%][r=5624k,w=2480k][r=703,w=310 IOPS][eta 00m:10s]
Jobs: 1 (f=1): [m(1)][98.5%][r=7632k,w=3280k][r=954,w=410 IOPS][eta 00m:09s]
Jobs: 1 (f=1): [m(1)][98.7%][r=6448k,w=2488k][r=806,w=311 IOPS][eta 00m:08s]
Jobs: 1 (f=1): [m(1)][98.8%][r=7768k,w=3336k][r=971,w=417 IOPS][eta 00m:07s]
Jobs: 1 (f=1): [m(1)][99.0%][r=6600k,w=2792k][r=825,w=349 IOPS][eta 00m:06s]
Jobs: 1 (f=1): [m(1)][99.2%][r=6504k,w=2880k][r=813,w=360 IOPS][eta 00m:05s]
Jobs: 1 (f=1): [m(1)][99.3%][r=7240k,w=3048k][r=905,w=381 IOPS][eta 00m:04s]
Jobs: 1 (f=1): [m(1)][99.5%][r=7152k,w=2616k][r=894,w=327 IOPS][eta 00m:03s]
Jobs: 1 (f=1): [m(1)][99.7%][r=7456k,w=2904k][r=932,w=363 IOPS][eta 00m:02s]
Jobs: 1 (f=1): [m(1)][99.8%][r=6616k,w=3104k][r=827,w=388 IOPS][eta 00m:01s]
Jobs: 1 (f=1): [m(1)][100.0%][r=6536k,w=2640k][r=817,w=330 IOPS][eta 00m:00s]
Jobs: 1 (f=1): [m(1)][2.1%][r=6160k,w=2584k][r=770,w=323 IOPS][eta 07h:48m:37s]
<node2> 
rbd: (groupid=0, jobs=1): err= 0: pid=193970: Tue Aug 27 13:09:23 2019
  read: IOPS=888, BW=7111KiB/s (7282kB/s)(4169MiB/600354msec)
    slat (usec): min=2, max=1549, avg= 9.50, stdev= 5.01
    clat (usec): min=326, max=814204, avg=22386.08, stdev=38567.36
     lat (usec): min=336, max=814212, avg=22395.58, stdev=38567.36
    clat percentiles (usec):
     |  1.00th=[   478],  5.00th=[   578], 10.00th=[  4228], 20.00th=[  7111],
     | 30.00th=[  8848], 40.00th=[ 10421], 50.00th=[ 11863], 60.00th=[ 13435],
     | 70.00th=[ 15926], 80.00th=[ 20317], 90.00th=[ 38011], 95.00th=[104334],
     | 99.00th=[210764], 99.50th=[246416], 99.90th=[308282], 99.95th=[333448],
     | 99.99th=[375391]
   bw (  KiB/s): min= 3808, max=10560, per=100.00%, avg=7114.11, stdev=1016.58, samples=1200
   iops        : min=  476, max= 1320, avg=889.24, stdev=127.08, samples=1200
  write: IOPS=381, BW=3051KiB/s (3124kB/s)(1789MiB/600354msec)
    slat (usec): min=6, max=1078, avg=17.16, stdev= 6.99
    clat (msec): min=3, max=1358, avg=115.58, stdev=128.58
     lat (msec): min=3, max=1358, avg=115.60, stdev=128.58
    clat percentiles (msec):
     |  1.00th=[    8],  5.00th=[   12], 10.00th=[   14], 20.00th=[   20],
     | 30.00th=[   27], 40.00th=[   36], 50.00th=[   50], 60.00th=[   77],
     | 70.00th=[  142], 80.00th=[  239], 90.00th=[  326], 95.00th=[  372],
     | 99.00th=[  460], 99.50th=[  514], 99.90th=[  810], 99.95th=[  944],
     | 99.99th=[ 1217]
   bw (  KiB/s): min= 1504, max= 4704, per=100.00%, avg=3051.51, stdev=453.57, samples=1200
   iops        : min=  188, max=  588, avg=381.42, stdev=56.70, samples=1200
  lat (usec)   : 500=1.22%, 750=4.04%, 1000=0.53%
  lat (msec)   : 2=0.28%, 4=0.71%, 10=20.46%, 20=34.90%, 50=17.03%
  lat (msec)   : 100=6.58%, 250=8.29%, 500=5.80%, 750=0.13%, 1000=0.03%
  cpu          : usr=2.69%, sys=1.21%, ctx=685700, majf=0, minf=2815
  IO depths    : 1=0.1%, 2=0.1%, 4=0.1%, 8=0.1%, 16=0.1%, 32=0.1%, >=64=100.0%
     submit    : 0=0.0%, 4=100.0%, 8=0.0%, 16=0.0%, 32=0.0%, 64=0.0%, >=64=0.0%
     complete  : 0=0.0%, 4=100.0%, 8=0.0%, 16=0.0%, 32=0.0%, 64=0.1%, >=64=0.0%
     issued rwts: total=533658,228956,0,0 short=0,0,0,0 dropped=0,0,0,0
     latency   : target=0, window=0, percentile=100.00%, depth=64

Run status group 0 (all jobs):
   READ: bw=7111KiB/s (7282kB/s), 7111KiB/s-7111KiB/s (7282kB/s-7282kB/s), io=4169MiB (4372MB), run=600354-600354msec
  WRITE: bw=3051KiB/s (3124kB/s), 3051KiB/s-3051KiB/s (3124kB/s-3124kB/s), io=1789MiB (1876MB), run=600354-600354msec

Disk stats (read/write):
  sda: ios=0/185, merge=0/101, ticks=0/2540, in_queue=2540, util=0.26%
